color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Martin Brest,77,126,102,497,Yaphet Kotto,22000,80860640,Action|Comedy|Crime|Thriller,Robert De Niro,Midnight Run ,54042,23866,Philip Baker Hall,1,accountant|bounty hunter|fbi|mafia|mob,215,English,USA,R,63150000,1988,581,7.6,1.85,
Color,John McTiernan,233,131,323,541,Bruce Willis,25000,171242259,Action|Thriller,Alan Rickman,Die Hard ,592582,40585,Reginald VelJohnson,0,christmas|christmas eve|christmas party|held at gunpoint|hostage,722,English,USA,R,58940000,1988,13000,8.2,2.35,25000
Color,Barry Levinson,100,133,272,628,Valeria Golino,10000,363797540,Drama,Tom Cruise,Rain Man ,383784,12285,Beth Grant,3,buick|convertible|last will and testament|savant|travel,331,English,USA,R,52625000,1988,898,8,1.85,12000
Color,James Bridges,28,107,21,418,Phoebe Cates,967,33928552,Drama,Dianne Wiest,"Bright Lights, Big City ",5817,3067,Swoosie Kurtz,0,estranged wife|fashion show|magazine|new york city|writer,37,English,USA,R,52625000,1988,767,5.6,1.85,377
Color,Richard Benjamin,15,105,121,384,Alyson Hannigan,11000,29162670,Comedy|Romance|Sci-Fi,Jon Lovitz,My Stepmother Is an Alien ,21079,14677,Tony Jay,0,alien|earth|female alien|mission|secret,55,English,USA,PG-13,42100000,1988,3000,5.2,1.85,818
Color,Penny Marshall,99,130,545,697,Jon Lovitz,15000,242009269,Comedy|Drama|Family|Fantasy|Romance,Tom Hanks,Big ,153468,28018,John Heard,1,friend|job|new york city|toy|wish,204,English,USA,PG,37890000,1988,11000,7.3,1.85,
Color,Ivan Reitman,27,107,425,247,Tony Jay,742,235626122,Comedy|Crime,Kelly Preston,Twins ,87538,2151,Hugh O'Brian,1,bare chested male|brother|catholic orphanage|long lost siblings|twins,79,English,USA,PG,31575000,1988,384,6,1.85,
Color,Tim Burton,109,92,13000,217,Jeffrey Jones,925,154352631,Comedy|Fantasy,Catherine O'Hara,Beetlejuice ,189413,1953,Glenn Shadix,3,attic|ghost|surrealism|teenage girl|yuppie,306,English,USA,PG,31575000,1988,692,7.5,1.85,15000
Color,Stephen Frears,51,119,350,418,Peter Capaldi,18000,73043500,Drama|Romance,Keanu Reeves,Dangerous Liaisons ,52846,35501,Swoosie Kurtz,2,catholic|corruption|emotional abuse|france|seduction,143,English,USA,R,29470000,1988,17000,7.7,1.85,
Color,Stephen Frears,51,119,350,418,Peter Capaldi,18000,73043500,Drama|Romance,Keanu Reeves,Dangerous Liaisons ,52846,35501,Swoosie Kurtz,2,catholic|corruption|emotional abuse|france|seduction,143,English,USA,R,29470000,1988,17000,7.7,1.85,
Color,Christopher Cain,50,107,58,316,Patrick Wayne,549,94149585,Action|Crime|Drama|Thriller|Western,Jack Palance,Young Guns ,42614,1747,Brian Keith,5,army|cattle|deputy|new mexico|rancher,120,English,USA,R,27365000,1988,439,6.8,1.85,
Color,Don Bluth,24,69,383,191,Gabriel Damon,912,101235440,Adventure|Animation|Family,Judith Barsi,The Land Before Time ,61753,1833,Bill Erwin,0,brontosaurus|classical music|dinosaur|dinosaur feature|earthquake,133,English,USA,G,26312500,1988,320,7.3,1.33,5000
Color,Gary Sherman,66,98,17,770,Heather O'Rourke,1000,29710997,Horror|Thriller,Tom Skerritt,Poltergeist III ,13190,3827,Zelda Rubinstein,0,aunt niece relationship|brother sister relationship|building|father daughter relationship|mirror,114,English,USA,PG-13,22102500,1988,887,4.5,1.85,616
Color,Tom Holland,142,87,85,118,Alex Vincent,311,69980059,Fantasy|Horror,Catherine Hicks,Child's Play ,62038,760,Dinah Manoff,0,birthday|doll|murder|serial killer|voodoo,281,English,USA,R,18945000,1988,189,6.5,1.85,
Color,Renny Harlin,102,99,212,54,Rodney Eastman,130,103923639,Fantasy|Horror|Thriller,Tuesday Knight,A Nightmare on Elm Street 4: The Dream Master ,36108,450,Brooke Bundy,0,demon|dream|elm street|freddy krueger|nightmare,260,English,USA,R,14735000,1988,125,5.7,1.85,
Color,Craig R. Baxley,35,96,22,794,Vanity,1000,42640985,Action|Comedy|Crime|Thriller,Bill Duke,Action Jackson ,7569,5282,Carl Weathers,2,murder|power|psychotronic|tough cop|union,65,English,USA,R,14735000,1988,841,5.2,1.85,978
Color,Martin Scorsese,114,164,17000,159,Barbara Hershey,883,17626396,Drama,Irvin Kershner,The Last Temptation of Christ ,39680,1934,Roberts Blossom,0,carpenter|exorcism|faith|reference to jesus christ|temptation,308,English,USA,R,14735000,1988,618,7.6,1.85,
Color,Spike Lee,22,121,,182,Ossie Davis,413,30619001,Comedy|Drama|Musical,Tisha Campbell-Martin,School Daze ,4756,1284,Bill Nunn,4,beauty salon|black college|college|fraternity|sorority,38,English,USA,R,13682500,1988,282,5.8,1.85,624
Color,Donald Petrie,34,104,80,658,Lili Taylor,8000,26929713,Comedy|Drama|Romance,Julia Roberts,Mystic Pizza ,18286,10430,Conchata Ferrell,4,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,73,English,USA,R,12630000,1988,960,6.2,1.85,
Color,Dwight H. Little,144,88,27,101,Kathleen Kinmont,742,37401640,Horror|Thriller,Donald Pleasence,Halloween 4: The Return of Michael Myers ,29629,1136,Ellie Cornell,0,halloween|michael myers|murder|niece|october,374,English,USA,R,10525000,1988,120,5.9,1.85,
Color,Frank LaLoggia,130,118,7,339,Lukas Haas,968,3589317,Fantasy|Horror|Mystery|Thriller,Alex Rocco,Lady in White ,4695,2545,Katherine Helmond,0,1960s|boy|ghost|murder|small town,69,English,USA,R,9893500,1988,733,6.7,1.85,
Color,John Carpenter,172,93,,133,Peter Jason,355,27383793,Horror|Sci-Fi|Thriller,Meg Foster,They Live ,73501,837,George 'Buck' Flower,0,alien|brainwashing|construction worker|sunglasses|teleportation,333,English,USA,R,8420000,1988,151,7.3,2.35,27000
Color,Oliver Stone,40,110,,237,Zach Grenier,721,7301344,Drama,Michael Wincott,Talk Radio ,10073,1966,Bill Johnson,0,listener|neo nazi|radio|radio station|radio talk show,78,English,USA,R,8420000,1988,246,7.3,1.85,816
Color,Don Coscarelli,81,97,152,135,A. Michael Baldwin,674,15330401,Action|Fantasy|Horror|Sci-Fi|Thriller,Angus Scrimm,Phantasm II ,9502,1395,James Le Gros,1,cemetery|female nudity|mortuary|sphere|tall man,100,English,USA,R,6315000,1988,174,6.5,1.85,812
Color,John Carl Buechler,110,88,152,181,Terry Kiser,935,40352852,Horror,Kane Hodder,Friday the 13th Part VII: The New Blood ,21359,1855,William Butler,0,death|jason voorhees|massacre|slaughter|telekinesis,270,English,USA,R,5894000,1988,448,5.3,1.85,
Color,Newt Arnold,61,92,15,49,Donald Gibb,633,24851880,Action|Biography|Drama|Sport,Bolo Yeung,Bloodsport ,57578,1168,Ken Siu,1,hand to hand combat|hong kong|kumite|martial arts|tournament,210,English,USA,R,2315500,1988,403,6.8,1.85,
Color,James Cameron,82,171,,638,Todd Graff,2000,109257330,Adventure|Drama|Sci-Fi|Thriller,Michael Biehn,The Abyss ,131217,4074,Mary Elizabeth Mastrantonio,0,alien|estranged couple|ocean|submarine|underwater,380,English,USA,PG-13,140042500,1989,650,7.6,2.35,
Color,Andrey Konchalovskiy,45,97,96,403,Jack Palance,13000,127768357,Action|Comedy|Crime|Thriller,Sylvester Stallone,Tango & Cash ,75365,14432,Brion James,1,1980s|80s action|escape|plea bargain|prison,149,English,USA,R,110825000,1989,549,6.3,2.35,
Color,Steven Spielberg,149,127,14000,440,Julian Glover,11000,397301189,Action|Adventure|Fantasy,Harrison Ford,Indiana Jones and the Last Crusade ,515306,12884,Alison Doody,5,castle|diary|holy grail|map|nazi,477,English,USA,PG-13,96720000,1989,844,8.3,2.35,
Color,Robert Zemeckis,125,108,,690,Jeffrey Weissman,1000,238777500,Adventure|Comedy|Sci-Fi,Lea Thompson,Back to the Future Part II ,340085,3660,Thomas F. Wilson,0,alternate timeline|same actor playing two characters simultaneously on screen|second part|year 2015|younger version of character,327,English,USA,PG,80600000,1989,869,7.8,1.85,12000
Color,Tim Burton,186,126,13000,488,Jack Palance,920,506145681,Action|Adventure,Michael Gough,Batman ,269033,2725,William Hootkins,0,city|dc comics|gotham|pantyhose|police,817,English,USA,PG-13,70525000,1989,549,7.6,1.85,12000
Color,Ridley Scott,63,125,,237,Ken Takakura,939,91975086,Action|Crime|Thriller,Stephen Root,Black Rain ,39306,1748,Kate Capshaw,2,counterfeit|detective|japan|police chase|yakuza,119,English,USA,R,60450000,1989,255,6.6,2.35,
Color,William Shatner,98,107,,643,Nichelle Nichols,12000,111248248,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,Star Trek V: The Final Frontier ,43743,14710,Walter Koenig,1,captain|half brother|klingon|planet|vulcan,293,English,USA,PG,56017000,1989,664,5.4,2.35,
Color,Neil Jordan,20,106,277,383,Demi Moore,22000,21269026,Comedy|Crime,Robert De Niro,We're No Angels ,17349,24887,James Russo,0,con|convict|escape|police|priest,42,English,USA,PG-13,40300000,1989,2000,6,2.35,855
Color,Harold Becker,43,113,17,551,Michael O'Neill,14000,118021598,Crime|Drama|Mystery|Thriller,Al Pacino,Sea of Love ,30213,15914,Ellen Barkin,1,detective|love|single|suspect|title from song,112,English,USA,R,38285000,1989,599,6.8,1.85,
Color,Edward Zwick,60,122,380,2000,Morgan Freeman,18000,54062450,Drama|History|War,Denzel Washington,Glory ,101888,32930,Matthew Broderick,3,army|black soldier|military uniform|prejudice|u.s. civil war,365,English,USA,R,36270000,1989,11000,7.9,1.85,
Color,Edward Zwick,60,122,380,2000,Morgan Freeman,18000,54062450,Drama|History|War,Denzel Washington,Glory ,101889,32930,Matthew Broderick,3,army|black soldier|military uniform|prejudice|u.s. civil war,365,English,USA,R,36270000,1989,11000,7.9,1.85,
Color,Jeff Kanew,11,105,6,371,Shelley Long,723,17145318,Adventure|Comedy,Craig T. Nelson,Troop Beverly Hills ,7470,2368,Kellie Martin,1,beverly hills hotel|divorce|girl|troop|wilderness,35,English,USA,PG,36270000,1989,422,5.5,1.37,
Color,Rowdy Herrington,83,114,9,466,Kevin Tighe,623,60550806,Action|Thriller,Ben Gazzara,Road House ,42987,2484,Kelly Lynch,1,bikini|cult film|fired from the job|martial arts|violence,201,English,USA,R,34255000,1989,472,6.5,2.35,
Color,Peter Weir,96,128,608,1000,Josh Charles,49000,193158133,Comedy|Drama,Robin Williams,Dead Poets Society ,277451,51609,Kurtwood Smith,0,education|english teacher|poet|professor|student,491,English,USA,PG,33046000,1989,1000,8,1.85,23000
Color,Rob Reiner,114,89,,62,Gretchen Palmer,227,187039554,Comedy|Drama|Romance,Bruno Kirby,When Harry Met Sally... ,149108,485,Harley Jane Kozak,0,friendship|love|male female friendship|new york|sex,273,English,USA,R,32240000,1989,73,7.6,1.85,
Color,Woody Allen,42,124,11000,563,Larry David,11000,21688390,Comedy|Drama|Romance,Woody Allen,New York Stories ,13692,12685,Mia Farrow,0,12 year old|artist|hotel|three word title|written and directed by cast member,55,English,USA,PG,30225000,1989,860,6.4,1.85,877
Color,Oliver Stone,72,145,,560,Tom Berenger,10000,141053421,Biography|Drama|War,Tom Cruise,Born on the Fourth of July ,76842,12098,Stephen Baldwin,0,desert|drunkenness|religious mother|strict mother|vietnam war,173,English,USA,R,28210000,1989,854,7.2,2.35,4000
Color,Mary Lambert,98,103,52,426,Fred Gwynne,969,115800395,Fantasy|Horror,Miko Hughes,Pet Sematary ,63855,2987,Denise Crosby,0,cat|cemetery|maine|secret|woods,248,English,USA,R,23172500,1989,886,6.6,1.85,
Color,David S. Ward,57,107,42,808,Tom Berenger,1000,100341253,Comedy|Sport,Corbin Bernsen,Major League ,49007,3435,Rene Russo,3,cleveland indians|league|manager|owner|team,97,English,USA,R,22165000,1989,854,7.2,1.85,
Color,Stephen Herek,81,90,65,730,George Carlin,18000,81577353,Adventure|Comedy|Music|Sci-Fi,Keanu Reeves,Bill & Ted's Excellent Adventure ,85362,20795,Al Leong,6,failing student|high school|payphone|teenager|telephone booth,181,English,USA,PG,20150000,1989,769,6.9,2.35,
 Black and White,Stephen Hopkins,88,89,81,92,Kelly Jo Minter,321,44669243,Fantasy|Horror|Romance|Thriller,Lisa Wilcox,A Nightmare on Elm Street 5: The Dream Child ,29659,584,Matthew Borlenghi,0,child|comic book|dream|murderer|nightmare,227,English,USA,X,16120000,1989,101,5.1,1.85,1000
Color,Bruce Beresford,61,99,78,325,Jessica Tandy,11000,214785491,Comedy|Drama|Family,Morgan Freeman,Driving Miss Daisy ,72324,12619,Patti LuPone,1,1950s|african american|jewish|old age|widow,134,English,USA,PG,15112500,1989,509,7.4,1.85,3000
Color,Steve Miner,31,103,49,304,Richard E. Grant,687,18325318,Action|Fantasy|Horror|Thriller,Julian Sands,Warlock ,11668,1990,Lori Singer,0,17th century|book|death|warlock|witch hunter,79,English,USA,R,14105000,1989,554,6.2,1.85,
Color,Spike Lee,103,120,,388,John Savage,782,55504071,Drama,Ruby Dee,Do the Right Thing ,59524,2892,Danny Aiello,2,black militant|frustration|pizza|pizza parlor|pizzeria,418,English,USA,R,13097500,1989,652,7.9,1.85,
Color,Rob Hedden,129,100,6,65,Peter Mark Richman,935,28903111,Adventure|Horror,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan ,22961,1327,Scott Reeves,0,cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree,291,English,USA,R,10075000,1989,120,4.5,1.85,1000
Color,Jay Levey,59,150,3,448,Gedde Watanabe,859,12406671,Comedy|Drama,Fran Drescher,UHF ,21416,3942,Michael Richards,1,gambling|imagination|television|television station|tv show,198,English,USA,PG-13,10075000,1989,448,7,1.85,
Color,Dominique Othenin-Girard,137,96,2,120,Tamara Glynn,742,23459141,Horror|Thriller,Donald Pleasence,Halloween 5 ,22929,1308,Troy Evans,1,cat|halloween|kitten|michael myers|psychotronic,287,English,USA,X,6045000,1989,256,5.2,1.85,926
Color,Michael Herz,49,96,6,14,Jessica Dublin,40,1597826,Action|Comedy|Horror|Sci-Fi,Phoebe Legere,The Toxic Avenger Part II ,4663,99,Lisa Gaye,2,bare breasts|japan|tokyo japan|toxic avenger|troma,40,English,USA,R,4634500,1989,30,5.1,1.33,321
Color,Steven Soderbergh,58,100,,65,Laura San Giacomo,828,49854525,Drama,Peter Gallagher,"Sex, Lies, and Videotape ",37785,1431,Steven Brill,2,affair|interview|marriage|sex|videotape,95,English,USA,R,2418000,1989,531,7.2,1.85,2000
Color,Michael Moore,40,91,909,42,Pat Boone,909,13513331,Documentary,Michael Moore,Roger & Me ,22800,1048,Bob Eubanks,0,factory|flint michigan|general motors|michigan|quest,133,English,USA,R,322400,1989,91,7.5,1.66,667
Color,Warren Beatty,72,105,631,327,Warren Beatty,678,198659660,Action|Comedy|Crime|Music|Romance|Thriller,Charlie Korsmo,Dick Tracy ,47819,2096,Seymour Cassel,1,crime boss|detective|dick tracy|gangster|orphan,164,English,USA,PG,191500000,1990,631,6.1,1.85,2000
Color,Renny Harlin,142,124,212,576,John Amos,13000,225091015,Action|Thriller,Bruce Willis,Die Hard 2 ,269858,16595,Franco Nero,0,airport|fuel|plane|police|terrorist,316,English,USA,R,134050000,1990,982,7.1,2.35,
Color,Paul Verhoeven,196,113,719,217,Rachel Ticotin,605,228675743,Action|Sci-Fi,Ronny Cox,Total Recall ,240241,1441,Marshall Bell,0,ambiguous ending|false memory|implanted memory|memory|space colony,391,English,USA,R,124475000,1990,308,7.5,1.85,
Color,Paul Verhoeven,196,113,719,217,Rachel Ticotin,605,228675743,Action|Sci-Fi,Ronny Cox,Total Recall ,240241,1441,Marshall Bell,0,ambiguous ending|false memory|implanted memory|memory|space colony,391,English,USA,R,124475000,1990,308,7.5,1.85,
Color,Tony Scott,60,107,12000,695,Robert Duvall,10000,158314453,Action|Drama|Sport,Tom Cruise,Days of Thunder ,60476,14006,Randy Quaid,0,driver|hot shot|racing|stock car driver|team,97,English,USA,PG-13,114900000,1990,3000,5.9,2.35,
Color,Francis Ford Coppola,110,170,,889,Joe Mantegna,14000,127684658,Crime|Drama,Al Pacino,The Godfather: Part III ,267980,16949,Bridget Fonda,1,1970s|family relationships|mob hit|opera|repeating history,545,English,USA,R,103410000,1990,1000,7.6,1.85,
Color,Joe Dante,105,106,287,767,Robert Picardo,16000,79438426,Comedy|Fantasy|Horror,Christopher Lee,Gremlins 2: The New Batch ,68428,19610,Phoebe Cates,0,gremlin|horror host|hulk hogan|monster|skyscraper,148,English,USA,PG-13,95750000,1990,823,6.3,1.85,
Color,Robert Zemeckis,111,118,,690,Jeffrey Weissman,1000,167881594,Adventure|Comedy|Sci-Fi|Western,Lea Thompson,Back to the Future Part III ,283480,3986,Thomas F. Wilson,0,band|dog|letter|time machine|tombstone,263,English,USA,PG,76600000,1990,869,7.4,1.37,
Color,Renny Harlin,48,104,212,380,Gilbert Gottfried,879,41006856,Action|Adventure|Comedy|Crime|Music|Mystery,Lauren Holly,The Adventures of Ford Fairlane ,14429,2795,David Patrick Kelly,5,detective|groupie|murder|music industry|rock n roll,113,English,USA,R,76600000,1990,560,6.3,2.35,2000
Color,Stephen Hopkins,119,103,81,636,Robert Davi,2000,58731925,Action|Horror|Sci-Fi,Adam Baldwin,Predator 2 ,105478,4722,Kevin Peter Hall,0,alien|drug lord|gang|hunter|predator,291,English,USA,R,67025000,1990,683,6.2,1.37,
Color,Frank Marshall,74,103,155,125,Peter Jason,687,101751395,Comedy|Fantasy|Horror|Thriller,Julian Sands,Arachnophobia ,50389,1440,Brian McNamara,0,arachnophobia|death|doctor|small town|spider,136,English,USA,PG-13,59365000,1990,151,6.3,1.85,
Color,John McTiernan,104,135,323,495,Jeffrey Jones,826,233654211,Action|Adventure|Thriller,Scott Glenn,The Hunt for Red October ,143696,2575,Courtney B. Vance,1,analyst|defection|navy|soviet submarine|submarine,241,English,USA,PG,57450000,1990,692,7.6,2.35,
Color,Ivan Reitman,46,111,425,344,Cathy Moriarty,743,175141472,Action|Comedy|Crime,Richard Tyson,Kindergarten Cop ,107801,2403,Penelope Ann Miller,4,astoria|kindergarten|kindergarten teacher|school|teacher,109,English,USA,PG-13,49790000,1990,394,6,1.85,
Color,Joel Schumacher,49,115,541,442,Oliver Platt,8000,117753350,Drama|Horror|Sci-Fi|Thriller,Julia Roberts,Flatliners ,62037,10493,Hope Davis,5,childhood trauma|death|medical student|memory|near death experience,148,English,USA,R,49790000,1990,1000,6.6,2.35,
Color,Martin Scorsese,192,146,17000,635,Mike Starr,22000,89691694,Biography|Crime|Drama,Robert De Niro,Goodfellas ,728685,24783,Paul Sorvino,3,betrayal|gangster|mafia|organized crime|robbery,989,English,USA,R,47875000,1990,854,8.7,1.85,25000
Color,Jerry Zucker,77,127,109,71,Tony Goldwyn,2000,416763950,Drama|Fantasy|Romance|Thriller,Demi Moore,Ghost ,154199,3100,Phil Leeds,0,death|film blanc|invisibility|love|unrequited love,252,English,USA,PG-13,42130000,1990,956,7,1.85,
Color,Kevin Costner,92,236,,232,Michael Spears,933,352759943,Adventure|Drama|Western,Mary McDonnell,Dances with Wolves ,186485,2398,Maury Chaykin,1,friendship|frontier|honor|outpost|soldier,382,English,USA,PG-13,42130000,1990,839,8,2.35,
Color,Tim Burton,111,105,13000,658,Dianne Wiest,40000,107933904,Fantasy|Romance,Johnny Depp,Edward Scissorhands ,357581,42330,Conchata Ferrell,0,creation|inventor|magical realism|scissors|suburb,588,English,USA,PG-13,38300000,1990,967,7.9,1.85,16000
Color,Chris Columbus,102,103,,925,Devin Ratray,3000,547232780,Comedy|Family,Macaulay Culkin,Home Alone ,311075,7521,Catherine O'Hara,5,airport|child protagonist|child swearing|christmas|home alone,305,English,USA,PG,34470000,1990,1000,7.5,1.85,20000
Color,Garry Marshall,82,125,,700,Hector Elizondo,8000,341648003,Comedy|Romance,Julia Roberts,Pretty Woman ,213476,11135,Jason Alexander,2,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,271,English,USA,R,26810000,1990,995,6.9,1.85,11000
Color,John Lafia,59,72,5,435,Beth Grant,659,54580573,Fantasy|Horror,Jenny Agutter,Child's Play 2 ,31371,2646,Greg Germann,0,boy|doll|foster home|killer doll|serial killer,166,English,USA,R,24895000,1990,628,5.7,1.85,
Color,Ron Underwood,132,96,31,536,Ariana Richards,651,31917465,Comedy|Horror|Sci-Fi,Reba McEntire,Tremors ,90070,3119,Michael Gross,0,desert|giant worm|monster|pipe bomb|small town,248,English,USA,PG-13,21065000,1990,610,7.1,1.85,11000
Color,Spike Lee,23,129,,203,Nicholas Turturro,18000,30934144,Drama|Music|Romance,Denzel Washington,Mo' Better Blues ,8295,19065,Charlie Murphy,1,comeback|friend|jazz|stage|trumpet,30,English,USA,R,19150000,1990,269,6.5,1.85,720
Color,Patrick Read Johnson,16,100,32,175,Royal Dano,610,29432732,Adventure|Comedy|Sci-Fi,Ariana Richards,Spaced Invaders ,2580,1441,Tonya Lee Williams,1,alien|halloween|killer robot|outer space|wrestler costume,54,English,USA,PG,5745000,1990,232,5.3,1.85,710
Color,Whit Stillman,71,98,89,3,Taylor Nichols,88,5626668,Comedy|Drama|Romance,Chris Eigeman,Metropolitan ,7143,173,Ellia Thompson,1,apartment|dancing|debutante|new york|upper class,52,English,USA,PG-13,430875,1990,74,7.5,1.66,865
Color,Randall Miller,1,34,19,362,Elden Henson,882,638955,Comedy|Family|Musical|Romance|Short,William Hurt,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,97,1967,Michael Bower,0,student film|wonder years,2,English,USA,,65110,1990,577,7.1,,16
Color,James Cameron,210,153,,539,Jenette Goldstein,780,371380993,Action|Sci-Fi,Joe Morton,Terminator 2: Judgment Day ,744891,2829,S. Epatha Merkerson,0,future|liquid metal|multiple cameos|sexy woman|time travel,983,English,USA,R,184926000,1991,604,8.5,2.35,13000
Color,Steven Spielberg,75,142,14000,5000,Julia Roberts,49000,216934333,Adventure|Comedy|Family|Fantasy,Robin Williams,Hook ,182802,64259,Bob Hoskins,1,1990s|caught in a net|children|duel|hero,363,English,USA,PG,126910000,1991,8000,6.7,2.35,13000
Color,Michael Lehmann,60,100,36,554,James Coburn,13000,31216379,Action|Adventure|Comedy,Bruce Willis,Hudson Hawk ,43376,15944,Richard E. Grant,0,blackmail|burglar|critically bashed|leonardo da vinci|prison,249,English,USA,R,126910000,1991,773,5.7,1.85,
Color,Kevin Reynolds,67,155,58,720,Morgan Freeman,25000,300051500,Action|Adventure|Drama|Romance,Alan Rickman,Robin Hood: Prince of Thieves ,145257,38518,Michael Wincott,0,balladeer|crusades|england|king|modern minstrel,322,English,USA,PG-13,87024000,1991,11000,6.9,1.85,
Color,Barry Sonnenfeld,55,99,188,436,Raul Julia,1000,205779571,Comedy|Fantasy,Anjelica Huston,The Addams Family ,96607,3696,Carel Struycken,0,accountant|loan shark|macabre|uncle|uncle fester,125,English,USA,PG-13,68894000,1991,1000,6.8,1.85,5000
Color,Oliver Stone,82,140,,552,Kevin Dillon,720,63788214,Biography|Drama|Music|Musical,Michael Wincott,The Doors ,68159,3044,Kathleen Quinlan,1,death|paris france|rock band|singer|the doors,209,English,USA,R,68894000,1991,576,7.2,2.35,
Color,Martin Scorsese,120,128,17000,387,Robert Mitchum,22000,143408300,Crime|Thriller,Robert De Niro,Cape Fear ,127503,24006,Joe Don Baker,0,lawyer|neo noir|prison|rapist|southern gothic,261,English,USA,R,63455000,1991,1000,7.3,2.35,
Color,John Milius,13,115,468,150,Dann Florek,605,26447558,Action|Drama|Thriller|War,Rosanna Arquette,Flight of the Intruder ,4795,1290,Christopher Rich,3,bombardier|pilot|u.s. navy|vietnam|vietnam war,39,English,USA,PG-13,63455000,1991,367,5.7,2.35,452
Color,Nicholas Meyer,112,110,120,664,Kurtwood Smith,12000,135773749,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,Star Trek VI: The Undiscovered Country ,55513,16230,Nichelle Nichols,0,captain|explosion|klingon|moon|peace,188,English,USA,PG,54390000,1991,1000,7.2,2.35,
Color,Barbra Streisand,30,132,,252,Blythe Danner,769,135589916,Drama|Romance,George Carlin,The Prince of Tides ,12549,1936,Melinda Dillon,1,new york|psychiatrist|shrimper|south carolina|twins,109,English,USA,R,54390000,1991,713,6.6,1.85,883
Color,Michael Pressman,68,88,34,445,Paige Turco,642,142604801,Action|Adventure|Comedy|Family|Sci-Fi,Kevin Nash,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,42765,2501,Ernie Reyes Jr.,0,chop socky|mutant|ninja|shredder|turtle,93,English,USA,PG,45325000,1991,533,6,1.85,
Color,Terry Gilliam,84,137,,161,David Hyde Pierce,12000,75956525,Comedy|Drama|Fantasy,Jeff Bridges,The Fisher King ,63274,12947,Harry Shearer,1,friendship|holy grail|massacre|redemption|video store,170,English,USA,R,43512000,1991,443,7.6,1.85,12000
Color,David Zucker,43,85,119,144,Priscilla Presley,3000,157604835,Comedy|Crime,George Kennedy,The Naked Gun 2½: The Smell of Fear ,83269,3847,O.J. Simpson,6,american president|evil industrialist|ex girlfriend|political leader|president,87,English,USA,PG-13,41699000,1991,348,6.8,1.85,
Color,Simon Wincer,30,98,23,982,Tia Carrere,1000,13479158,Action|Crime|Drama|Thriller|Western,Vanessa Williams,Harley Davidson and the Marlboro Man ,14473,3671,Don Johnson,2,bar|biker|cowboy|drugs|marlboro,81,English,USA,R,41699000,1991,1000,6,1.85,
Color,Peter Hewitt,43,93,12,636,George Carlin,18000,68962011,Adventure|Comedy|Fantasy|Music|Sci-Fi,Keanu Reeves,Bill & Ted's Bogus Journey ,49680,20188,Alex Winter,2,battle of the bands|bill and ted|heaven|hell|robot,117,English,USA,PG,36260000,1991,769,6.2,1.85,
Color,Jonathan Demme,185,138,438,173,Scott Glenn,12000,237008051,Crime|Drama|Horror|Thriller,Anthony Hopkins,The Silence of the Lambs ,887467,13184,Anthony Heald,0,case file|fbi agent|psycho thriller|psychopath|serial killer,916,English,USA,R,34447000,1991,826,8.6,1.85,40000
Color,Craig R. Baxley,27,88,22,120,Sam McMurray,174,16836087,Action|Crime|Drama|Thriller,Brian Bosworth,Stone Cold ,4972,583,Richard Gant,1,biker|biker gang|fbi|mississippi|undercover,62,English,USA,R,30821000,1991,132,5.9,1.85,
Color,Howard Zieff,31,102,6,165,Jamie Lee Curtis,3000,108503049,Comedy|Drama|Family|Romance,Macaulay Culkin,My Girl ,55895,5433,Griffin Dunne,1,best friend|funeral|girl|overalls|summer,115,English,USA,PG-13,29914500,1991,2000,6.8,1.85,
Color,Sheldon Lettich,40,110,23,51,Alonna Shaw,633,54576225,Action|Crime,Bolo Yeung,Double Impact ,28736,874,Kamel Krifa,2,boat|hong kong|murder|tunnel|twins,72,English,USA,R,27195000,1991,67,5.5,1.85,
Color,Randal Kleiser,10,107,116,25,Klaus Maria Brandauer,327,63079999,Adventure|Drama,Seymour Cassel,White Fang ,15730,552,Susan Hogan,1,alaska|dog|friendship|gold|yukon,31,English,USA,PG,25382000,1991,172,6.7,1.85,
Color,William A. Graham,14,102,8,40,Wayne Pygram,14000,5090639,Adventure|Drama|Romance,Milla Jovovich,Return to the Blue Lagoon ,14129,14281,Lisa Pelikan,1,baby|desert island|island|sequel|teenage girl,39,English,USA,PG-13,19943000,1991,163,5.1,1.85,967
