color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,David Raynr,50,94,9,612,Jodi Lyn O'Keefe,11000,8735529,Comedy|Drama|Romance,James Franco,Whatever It Takes ,8055,13524,Marla Sokoloff,4,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,89,English,USA,PG-13,15000000,2000,897,5.5,1.85,816
 Black and White,Mary Lambert,49,105,52,275,Susan Ward,477,5217498,Drama|Mystery|Thriller,Matthew Settle,The In Crowd ,3668,2312,A.J. Buckley,4,clique|country club|female protagonist|lip gloss|title directed by female,85,English,USA,PG-13,15000000,2000,397,4.6,1.85,157
Color,Bruce Paltrow,65,112,28,215,Marian Seldes,555,4734235,Comedy|Drama|Music,Lochlyn Munro,Duets ,8217,1227,Huey Lewis,0,convict|karaoke|middle america|salesman|singer,123,English,USA,R,15000000,2000,403,6,1.85,573
Color,John Ottman,108,97,83,579,Joey Lawrence,912,21468807,Horror|Mystery|Thriller,Loretta Devine,Urban Legends: Final Cut ,13048,2682,Jacinda Barrett,2,film set|movie set|sequel|slow motion|urban legend,227,English,USA,R,14000000,2000,786,4.1,2.35,243
Color,Barry Levinson,34,103,272,70,Brían F. O'Byrne,736,75078,Comedy,Anna Friel,An Everlasting Piece ,1398,1403,Pauline McLynn,4,alopecia|belfast northern ireland|ireland|irish republican army|scalper,26,English,USA,R,14000000,2000,450,6.3,1.85,132
Color,Chris Koch,42,89,13,329,Mark Webber,571,60008303,Adventure|Comedy|Family,Chris Elliott,Snow Day ,9285,2241,Jean Smart,1,meteorologist|snow|snowed in|snowplow|weather,91,English,USA,PG,13000000,2000,442,4.9,1.85,
Color,Danny Leiner,106,83,8,612,Mary Lynn Rajskub,3000,46729374,Comedy|Mystery,Jennifer Garner,"Dude, Where's My Car? ",116625,6454,Marla Sokoloff,2,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,469,English,USA,PG-13,13000000,2000,934,5.5,1.37,
Color,Reginald Hudlin,58,84,71,553,John Witherspoon,8000,13592872,Comedy,Will Ferrell,The Ladies Man ,10777,10982,Tim Meadows,1,black pantyhose|female stockinged legs|pantyhose|radio|tattoo,79,English,USA,R,11000000,2000,723,5.1,1.85,671
Color,Peyton Reed,139,98,235,229,Lindsay Sloane,4000,68353550,Comedy|Sport,Kirsten Dunst,Bring It On ,70141,5270,Clare Kramer,1,championship|cheerleading|high school|teen comedy|teenage romance,385,English,USA,PG-13,10000000,2000,464,5.9,1.85,
Color,Scott Alexander,29,81,25,654,Dave Chappelle,931,6982680,Comedy|Crime,Sarah Silverman,Screwed ,6965,3848,Sherman Hemsley,0,chauffeur|disorganized crime|dog|ransom|slapstick,69,English,USA,PG-13,10000000,2000,744,5.7,1.85,262
Color,Spike Lee,57,135,,851,Michael Rapaport,1000,2185266,Comedy|Drama|Music,Gillian White,Bamboozled ,8720,4266,Jada Pinkett Smith,0,actor|minstrel show|protest|success|writer,186,English,USA,R,10000000,2000,975,6.5,1.85,1000
Color,Eric Blakeney,49,101,3,826,Oliver Platt,14000,1631839,Comedy|Crime|Romance,Liam Neeson,Gun Shy ,5936,17665,Mitch Pileggi,0,colombian|enema|group therapy|murder|nurse,91,English,USA,R,10000000,2000,1000,5.7,1.85,242
Color,Takeshi Kitano,81,114,,403,Tatyana Ali,865,447750,Crime|Drama|Thriller,Omar Epps,Brother ,18520,2126,James Shigeta,0,gang|gangster|subjective camera|written and directed by cast member|yakuza,133,English,USA,R,10000000,2000,685,7.2,1.85,
Color,Steve Carr,55,98,41,525,Mike Epps,723,57176582,Comedy,John Witherspoon,Next Friday ,27492,3939,Rolando Molina,1,african american|flashback|marijuana joint|porn magazine|suburb,84,English,USA,R,9500000,2000,706,6.1,1.85,
 Black and White,Christopher Nolan,274,113,22000,379,Thomas Lennon,716,25530884,Mystery|Thriller,Callum Rennie,Memento ,845580,1997,Jorja Fox,0,flashback|memory|murder|short term memory|telephone,2067,English,USA,R,9000000,2000,651,8.5,2.35,40000
Color,Kris Isacsson,64,91,,407,Lauren German,3000,20035310,Comedy|Drama|Romance,Rosario Dawson,Down to You ,12324,4409,Shawn Hatosy,1,artist|cake|college|new york city|student,173,English,USA,PG-13,9000000,2000,683,4.9,1.85,580
Color,Christopher McQuarrie,117,119,188,35,Nicky Katt,187,6047856,Action|Crime|Drama|Thriller,Kristin Lehman,The Way of the Gun ,27536,358,Dylan Kussman,4,criminal|drifter|gangster|money|surrogate mother,327,English,USA,R,8500000,2000,127,6.7,1.85,1000
Color,Ben Younger,132,120,46,701,Nia Long,14000,16938179,Crime|Drama|Thriller,Vin Diesel,Boiler Room ,41313,17336,Herbert Russell,3,career|casino|judge|stock|stock broker,246,English,USA,R,8000000,2000,826,7,1.85,
Color,Fina Torres,72,92,26,417,John de Lancie,1000,5018450,Comedy|Fantasy|Romance,Harold Perrineau,Woman on Top ,8546,2687,Mark Feuerstein,0,cross dresser|food|friend|motion sickness|restaurant,86,English,USA,R,8000000,2000,905,5.3,2.35,859
Color,Mary Harron,288,102,126,517,Justin Theroux,23000,15047419,Crime|Drama,Christian Bale,American Psycho ,357275,25462,Samantha Mathis,1,1980s|business card|male rear nudity|materialism|narcissism,1061,English,USA,R,7000000,2000,1000,7.6,2.35,18000
Color,Christopher Guest,119,90,378,658,Catherine O'Hara,957,18621249,Comedy,John Michael Higgins,Best in Show ,45859,4611,Michael McKean,9,dog show|gay|gay character|gay couple|gay interest,340,English,USA,PG-13,6000000,2000,925,7.5,1.85,
Color,DJ Pooh,22,82,69,585,Mike Epps,939,9821335,Comedy,Mo'Nique,3 Strikes ,1415,3354,Faizon Love,1,adult diaper|diaper|digit in title|dream|sawed off shotgun,10,English,USA,R,6000000,2000,706,4,1.85,118
Color,Ed Harris,115,122,,221,Bud Cort,697,8596914,Biography|Drama,John Heard,Pollock ,23023,1517,Amy Madigan,0,1940s|artist|drinking|life magazine|painter,148,English,USA,R,6000000,2000,394,7,1.85,
Color,Jay Russell,79,95,13,430,Frankie Muniz,1000,34099640,Drama|Family|Sport,Clint Howard,My Dog Skip ,16651,2515,Cody Linley,0,1940s|dog|mississippi|puppy|veteran,149,English,USA,PG,5000000,2000,934,7,1.37,
Color,Mamoru Hosoda,29,82,99,44,Colleen O'Shaughnessey,93,9628751,Action|Adventure|Animation|Family|Sci-Fi,Lara Jill Miller,Digimon: The Movie ,5164,315,Mona Marshall,0,based on video game|box office hit|computer|digimon|internet,65,English,USA,PG,5000000,2000,45,5.9,1.85,207
Color,Darren Aronofsky,234,102,,167,Mark Margolis,1000,3609278,Drama,Ellen Burstyn,Requiem for a Dream ,573541,2235,Louise Lasser,0,addiction|diet pill|drug addiction|fast motion scene|heroin,1916,English,USA,R,4500000,2000,1000,8.4,1.37,38000
Color,Spike Lee,53,115,,360,Cedric the Entertainer,1000,38168022,Comedy|Documentary,Bernie Mac,The Original Kings of Comedy ,4687,1964,Steve Harvey,0,backstage|comedian|concert film|emcee|stand up comedian,83,English,USA,R,3000000,2000,436,6.6,1.85,290
Color,Peter M. Cohen,48,82,,51,Brian Van Holt,472,4142507,Comedy|Romance,Callie Thorne,Whipped ,3665,858,David Heyman,1,dating|diner|masturbation|urination|washington square manhattan new york city,81,English,USA,R,3000000,2000,324,4.4,1.85,131
Color,Maggie Greenwald,39,109,9,280,David Patrick Kelly,767,3050934,Drama|Music,Aidan Quinn,Songcatcher ,2794,2187,Jane Adams,1,doctor|mountain|musician|song|university,78,English,USA,PG-13,1800000,2000,380,7.3,1.85,
Color,Kenneth Lonergan,122,111,50,612,Rory Culkin,2000,9180275,Drama,Matthew Broderick,You Can Count on Me ,22145,4288,Gaby Hoffmann,0,bank|car accident|cheating husband|new york|single mother,231,English,USA,R,1200000,2000,710,7.7,1.85,756
Color,Greg Berlanti,51,94,112,428,Nia Long,1000,1744858,Comedy|Drama|Romance|Sport,Justin Theroux,The Broken Hearts Club: A Romantic Comedy ,6084,3085,Mary McCormack,1,friend|gay|lesbian|photographer|restaurant,120,English,USA,R,1000000,2000,826,7,2.35,671
Color,José Luis Valenzuela,13,100,,268,Lupe Ontiveros,844,428535,Comedy|Romance,Cheech Marin,Luminarias ,505,2289,Robert Beltran,1,divorce|friend|jewish|lent|restaurant,32,English,USA,R,1000000,2000,625,3.6,,24
Color,Craig Mazin,29,82,82,490,James Gunn,2000,12996,Action|Comedy|Fantasy|Sci-Fi,Judy Greer,The Specials ,1938,3905,Jamie Kennedy,0,action figure|press conference|superhero|superhero team|toy,54,English,USA,R,1000000,2000,571,6,1.85,210
Color,Jon Gunn,15,106,16,254,David A.R. White,602,171988,Action|Crime|Drama,Stacy Keach,Mercy Streets ,448,1281,Cynthia Watros,1,church|cigarette smoking|deacon|twin brother|twins,16,English,USA,PG-13,600000,2000,266,5.6,1.85,12
Color,Greg Harrison,46,86,7,17,Ari Gold,328,1114943,Drama|Music,Rachel True,Groove ,3562,407,Denny Kirkwood,0,dj|ecstasy the drug|rave|raver|warehouse,74,English,USA,R,500000,2000,27,6.5,1.85,
Color,Miguel Arteta,59,96,44,129,Mike White,625,1050600,Comedy|Drama,Lupe Ontiveros,Chuck & Buck ,4662,1378,Chris Weitz,0,best friend|bisexuality|friend|gay kiss|sexuality,136,English,USA,R,250000,2000,487,6.6,1.85,170
Color,Jon Shear,38,106,,131,Josh Hamilton,254,1027119,Drama,Dan Futterman,Urbania ,2742,964,Matt Keeslar,1,hot dog bun|needle|new york|rat|tourist,73,English,USA,R,225000,2000,147,7,1.85,72
Color,Gary Winick,91,78,56,184,Aaron Stanford,376,2882062,Comedy|Drama|Romance,Bebe Neuwirth,Tadpole ,5178,1144,Ron Rifkin,2,best friend|boy|french|friend|love,101,English,USA,PG-13,150000,2000,346,6.3,1.85,132
Color,David Gordon Green,75,90,234,15,Eddie Rouse,552,241816,Drama,Paul Schneider,George Washington ,6246,642,Damian Jewan Lee,0,cover up|north carolina|redemption|small town|teenager,76,English,USA,Unrated,42000,2000,61,7.5,2.35,451
Color,Don Kempf,14,46,,69,Michael Jordan,13000,18642318,Documentary|Sport,Bill Murray,Michael Jordan to the Max ,1723,13448,Bob Costas,0,basketball|basketball player|character name in title|chicago bulls|imax,13,English,USA,,,2000,366,7.5,1.44,407
Color,Griffin Dunne,13,90,165,679,Fisher Stevens,978,112521,Comedy|Drama,Mira Sorvino,Lisa Picard Is Famous ,455,3258,Melissa Gilbert,1,actress|fame|inside joke|new york|one man show,16,English,USA,PG-13,,2000,922,5.7,,25
Color,Bob Giraldi,39,99,34,120,Manny Perez,388,110000,Crime|Drama|Romance,Danny Aiello,Dinner Rush ,4359,1156,Ajay Naidu,1,detective|food|gangster|police|restaurant,73,English,USA,R,,2000,159,7.3,1.85,495
Color,Catherine Jelski,13,87,,258,Eion Bailey,1000,58163,Drama,Leslie Bibb,The Young Unknowns ,122,2359,Arly Jover,0,based on play|independent film,3,English,USA,R,,2000,749,4.2,,4
 Black and White,Michael Bay,191,184,,691,Jaime King,3000,198539855,Action|Drama|History|Romance|War,Jennifer Garner,Pearl Harbor ,254111,5401,Mako,0,air raid|black smoke|japanese military|japanese navy|sunday,1999,English,USA,PG-13,140000000,2001,961,6.1,2.35,
Color,Hironobu Sakaguchi,166,106,6,422,Ming-Na Wen,12000,32131830,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Steve Buscemi,Final Fantasy: The Spirits Within ,72259,15015,Jean Simmons,1,general|military|scientist|soldier|year 2065,788,English,USA,PG-13,137000000,2001,2000,6.4,1.85,
Color,Gary Trousdale,146,95,21,503,Jim Varney,12000,84037039,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Leonard Nimoy,Atlantis: The Lost Empire ,72591,15237,Cree Summer,0,atlantis|crew|expedition|journal|museum,289,English,USA,PG,120000000,2001,802,6.8,2.35,
Color,Pete Docter,250,92,,773,John Ratzenberger,12000,289907418,Adventure|Animation|Comedy|Family|Fantasy,Steve Buscemi,"Monsters, Inc. ",585659,15013,James Coburn,0,friend|little girl|monster|rival|scream,593,English,USA,G,115000000,2001,1000,8.1,1.85,
Color,Simon West,199,100,165,240,Noah Taylor,11000,131144183,Action|Adventure|Fantasy|Thriller,Angelina Jolie Pitt,Lara Croft: Tomb Raider ,157016,12150,Chris Barrie,1,illuminati|planetary alignment|time|tomb|tomb raider,824,English,USA,PG-13,115000000,2001,509,5.7,2.35,
 Black and White,Michael Mann,174,165,,780,Jada Pinkett Smith,10000,58183966,Biography|Drama|Sport,Will Smith,Ali ,79186,14196,Joe Morton,1,african american protagonist|african americans|boxing gym|gym|rumble in the jungle,386,English,USA,R,107000000,2001,851,6.8,2.35,
Color,Tim Burton,230,119,13000,567,Estella Warren,1000,180011740,Action|Adventure|Sci-Fi|Thriller,Cary-Hiroyuki Tagawa,Planet of the Apes ,177725,2776,Erick Avari,0,astronaut|cage|planet|wilhelm scream|year 2029,1368,English,USA,PG-13,100000000,2001,658,5.7,2.35,
Color,Tim Burton,230,119,13000,567,Estella Warren,1000,180011740,Action|Adventure|Sci-Fi|Thriller,Cary-Hiroyuki Tagawa,Planet of the Apes ,177729,2776,Erick Avari,0,astronaut|cage|planet|wilhelm scream|year 2029,1368,English,USA,PG-13,100000000,2001,658,5.7,2.35,
Color,Steven Spielberg,281,146,14000,681,William Hurt,3000,78616689,Adventure|Drama|Sci-Fi,Haley Joel Osment,A.I. Artificial Intelligence ,238747,6217,Kevin Sussman,0,affection|boy|fairy|future|robot,2153,English,USA,PG-13,100000000,2001,882,7.1,1.85,11000
Color,Stephen Sommers,202,130,208,591,Brendan Fraser,12000,202007640,Action|Adventure|Fantasy|Thriller,Dwayne Johnson,The Mummy Returns ,248045,15972,Patricia Velasquez,5,ancient egypt|bracelet|king|scorpion|son,890,English,USA,PG-13,98000000,2001,3000,6.3,2.35,
Color,Joe Johnston,198,92,394,527,Trevor Morgan,693,181166115,Action|Adventure|Sci-Fi|Thriller,Michael Jeter,Jurassic Park III ,219501,2574,Alessandro Nivola,0,dinosaur|island|jurassic park|paleontologist|search,1236,English,USA,PG-13,93000000,2001,595,5.9,1.85,
Color,Ridley Scott,200,152,,557,Sam Shepard,2000,108638745,Drama|History|War,Ioan Gruffudd,Black Hawk Down ,292022,4270,Ewen Bremner,0,army|helicopter|somali|somalia|warlord,1103,English,USA,R,92000000,2001,820,7.7,2.35,10000
Color,Brett Ratner,127,90,420,141,John Lone,191,226138454,Action|Comedy|Crime|Thriller,Mei Melançon,Rush Hour 2 ,160440,664,Harris Yulin,2,boat|gang|hong kong|triad|vacation,394,English,USA,PG-13,90000000,2001,165,6.6,2.35,
Color,Steven Soderbergh,186,116,,471,Bernie Mac,11000,183405771,Crime|Thriller,Brad Pitt,Ocean's Eleven ,402645,13028,Elliott Gould,4,card dealer|casino|criminal mastermind|recruiting|ulcer,845,English,USA,PG-13,85000000,2001,1000,7.8,2.35,
Color,Dominic Sena,166,99,57,820,Don Cheadle,20000,69772969,Action|Crime|Thriller,Hugh Jackman,Swordfish ,155532,25942,Sam Shepard,4,computer|secret agent|terrorism|told in flashback|wearing a sound wire,543,English,USA,R,80000000,2001,3000,6.5,2.35,
Color,Barry Levinson,132,123,272,193,Brían F. O'Byrne,13000,41523271,Comedy|Crime|Drama|Romance,Bruce Willis,Bandits ,57038,13934,Azura Skye,2,bank manager|hypochondriac|love triangle|prison|television,261,English,USA,PG-13,80000000,2001,450,6.6,2.35,
Color,Henry Selick,74,93,253,637,Bridget Fonda,3000,5409517,Animation|Comedy|Fantasy,Brendan Fraser,Monkeybone ,14280,5580,Megan Mullally,0,carnival|coma|death|monkey|nightmare,171,English,USA,PG-13,75000000,2001,889,4.7,1.85,683
Color,Steve Carr,91,87,41,574,Jeffrey Jones,1000,112950721,Comedy|Family|Fantasy,Raven-Symoné,Dr. Dolittle 2 ,33884,3287,Kevin Pollak,0,bear|doctor|false accusation|man with glasses|second part,79,English,USA,PG,72000000,2001,692,4.6,2.35,266
Color,Renny Harlin,109,116,212,462,Estella Warren,13000,32616869,Action|Drama|Sport,Sylvester Stallone,Driven ,34435,14780,Cristián de la Fuente,0,car race|german|race car|race car driver|rookie,346,English,USA,PG-13,72000000,2001,658,4.5,2.35,886
Color,Frank Darabont,128,152,,745,Hal Holbrook,940,27796042,Drama|Romance,Martin Landau,The Majestic ,45031,4310,Jeffrey DeMunn,1,amnesia|california|communist|small town|writer,376,English,USA,PG,72000000,2001,826,6.9,1.85,
Color,Bobby Farrelly,81,95,101,443,Brandy Norwood,2000,13596911,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,Ron Howard,Osmosis Jones ,25572,3734,David Hyde Pierce,0,blood|body|egg|virus|white blood cell,123,English,USA,PG,70000000,2001,509,6.2,2.35,2000
Color,Cameron Crowe,153,141,488,509,Ivana Milicevic,10000,100614858,Fantasy|Mystery|Romance|Sci-Fi|Thriller,Tom Cruise,Vanilla Sky ,206776,11458,Noah Taylor,1,death|dream|love|lynchian|reality,1248,English,USA,R,68000000,2001,834,6.9,1.85,
Color,Frank Oz,141,124,,580,Marlon Brando,22000,71069884,Crime|Drama|Thriller,Robert De Niro,The Score ,101899,32871,Gary Farmer,0,partner|running|scepter|surveillance|thief,445,English,USA,R,68000000,2001,10000,6.8,2.35,
Color,Jean-Jacques Annaud,187,131,218,29,Gabriel Thomson,5000,51396781,Drama|History|War,Bob Hoskins,Enemy at the Gates ,188887,5103,Clemens Schick,1,battle|german|russian|sniper|stalingrad,662,English,USA,R,68000000,2001,35,7.6,2.35,
Color,Brian Helgeland,167,144,241,996,Rufus Sewell,13000,56083966,Action|Adventure|Romance,Heath Ledger,A Knight's Tale ,137003,18761,Bérénice Bejo,1,chaucer|jousting|knight|medieval times|tournament,658,English,USA,PG-13,65000000,2001,3000,6.9,2.35,
Color,Andrew Adamson,212,90,80,21,Chris Miller,145,267652016,Adventure|Animation|Comedy|Family|Fantasy,Kathleen Freeman,Shrek ,467113,275,Bobby Block,1,donkey|fairy tale|ogre|princess|swamp,945,English,USA,PG,60000000,2001,50,7.9,1.85,
Color,Lawrence Guterman,105,87,6,405,Elizabeth Perkins,3000,93375151,Action|Comedy|Family|Fantasy,Carol Ann Susi,Cats & Dogs ,46031,4171,Miriam Margolyes,0,cartoon on tv|cat|dog|scientist|secret agent,235,English,USA,PG,60000000,2001,664,5.2,1.85,
Color,Lee Tamahori,133,104,93,878,Billy Burke,11000,74058698,Crime|Drama|Thriller,Morgan Freeman,Along Came a Spider ,59232,17109,Monica Potter,0,kidnapping|partner|ransom|school|secret service,317,English,USA,R,60000000,2001,2000,6.3,2.35,
Color,Rod Lurie,110,131,37,507,Delroy Lindo,968,18208078,Action|Drama|Thriller,Clifton Collins Jr.,The Last Castle ,57100,3012,Michael Irby,3,colonel|general|military|prison|three star general,281,English,USA,R,60000000,2001,848,6.9,2.35,
Color,Ron Howard,205,135,2000,535,Austin Pendleton,1000,170708996,Biography|Drama,Adam Goldberg,A Beautiful Mind ,610568,2827,Judd Hirsch,0,conspiracy|cryptography|mathematician|mental illness|nobel prize,1171,English,USA,PG-13,58000000,2001,592,8.2,1.85,29000
Color,Stephen Herek,107,105,65,108,Dagmara Dominczyk,628,16991902,Drama|Music,Beth Grant,Rock Star ,34592,1265,Matthew Glave,0,cover band|fired from a job|heavy metal|rock star|tribute band,191,English,USA,R,57000000,2001,316,6.2,2.35,
Color,Harold Becker,98,89,17,303,Teri Polo,12000,45207112,Crime|Mystery|Thriller,Steve Buscemi,Domestic Disturbance ,21283,13390,Matt O'Leary,1,amateur detective|boat builder|boy|stepfather|witness,190,English,USA,PG-13,53000000,2001,708,5.5,2.35,361
 Black and White,Baz Luhrmann,209,127,1000,653,Kylie Minogue,1000,57386369,Drama|Musical|Romance,Jim Broadbent,Moulin Rouge! ,224013,2601,Richard Roxburgh,1,death of main character|eiffel tower paris|jealousy|tragedy|two suitors,2319,English,USA,PG-13,52500000,2001,691,7.6,2.35,10000
Color,Gary Fleder,113,113,39,477,Jennifer Esposito,1000,54997476,Crime|Drama|Mystery|Thriller,Oliver Platt,Don't Say a Word ,40362,3341,Conrad Goode,0,mental institution|post traumatic stress|psychiatrist|vomiting|voyeur,248,English,USA,R,50000000,2001,912,6.3,2.35,970
Color,Gil Junger,46,95,19,447,Marsha Thomason,1000,33422806,Adventure|Comedy|Fantasy,Tom Wilkinson,Black Knight ,30771,2643,Vincent Regan,1,14th century|king|knight|sword duel|time travel,164,English,USA,PG-13,50000000,2001,691,4.8,2.35,
Color,James Wong,98,85,70,848,Jet Li,26000,43905746,Action|Sci-Fi|Thriller,Jason Statham,The One ,77684,32831,Delroy Lindo,1,fight|multiverse|police|police officer|prison,294,English,USA,PG-13,49000000,2001,5000,5.9,2.35,
Color,Joe Roth,142,102,148,135,Rainn Wilson,8000,93607673,Comedy|Romance,Julia Roberts,America's Sweethearts ,47573,9176,Larry King,4,actor|love|movie star|press|publicist,343,English,USA,PG-13,48000000,2001,973,5.7,2.35,881
Color,Iain Softley,140,120,34,1000,Jeff Bridges,18000,50173190,Drama|Mystery|Sci-Fi,Kevin Spacey,K-PAX ,148490,33615,Alfre Woodard,1,extraterrestrial|hospital|patient|planet|science,537,English,USA,PG-13,48000000,2001,12000,7.4,2.35,
Color,James Mangold,125,123,446,821,Natasha Lyonne,20000,47095453,Comedy|Fantasy|Romance,Hugh Jackman,Kate & Leopold ,64595,22209,Bradley Whitford,1,bridge|brooklyn bridge|falling down an elevator shaft|time travel|time travel romance,316,English,USA,PG-13,48000000,2001,1000,6.4,1.85,
Color,Penny Marshall,89,132,545,807,Adam Garcia,919,29781453,Biography|Comedy|Drama,Rosie Perez,Riding in Cars with Boys ,22447,4796,Alissa Dean,1,boy|college|heroin|working class|writer,210,English,USA,PG-13,48000000,2001,811,6.4,1.85,
Color,Antoine Fuqua,109,122,845,854,Snoop Dogg,18000,76261036,Crime|Drama|Thriller,Denzel Washington,Training Day ,305929,22370,Tom Berenger,2,lapd|narc|narcotics|title spoken by character|training,633,English,USA,R,45000000,2001,881,7.7,2.35,
Color,Keenen Ivory Wayans,127,83,322,179,Veronica Cartwright,1000,71277420,Comedy,Natasha Lyonne,Scary Movie 2 ,119590,1645,Andy Richter,7,blow job|demon|exorcism|priest|professor,548,English,USA,R,45000000,2001,422,5.2,1.85,
Color,Sam Weisman,64,94,39,506,Larry Miller,1000,32095318,Comedy|Crime,Bernie Mac,What's the Worst That Could Happen? ,12466,3664,Richard Schiff,0,businessman|ring|thief|vulgarity|washington d.c.,84,English,USA,PG-13,45000000,2001,611,5.5,1.85,304
Color,Sean Penn,150,124,,19,Adrien Dorval,723,19719930,Crime|Drama|Mystery|Thriller,Costas Mandylor,The Pledge ,42621,793,Nels Lennarson,0,nevada|pledge|police|porcupine|search,531,English,USA,R,45000000,2001,44,6.8,2.35,
Color,John Herzfeld,151,120,17,808,Charlize Theron,22000,24375436,Action|Crime|Drama|Thriller,Robert De Niro,15 Minutes ,42547,33585,Kelsey Grammer,1,criminal|detective|fire|homicide|media,265,English,USA,R,42000000,2001,9000,6.1,2.35,748
Color,Demian Lichtenstein,113,125,11,867,Bokeem Woodbine,11000,15738632,Action|Comedy|Crime|Thriller,Jon Lovitz,3000 Miles to Graceland ,38076,14536,Ice-T,2,casino|elvis impersonator|gun|heist|rascal,399,English,USA,R,42000000,2001,904,5.9,2.35,
Color,Bobby Farrelly,109,114,101,398,Bruce McGill,700,70836296,Comedy|Drama|Fantasy|Romance,Jason Alexander,Shallow Hal ,109445,2842,Susan Ward,2,dying|friend|inner beauty|love|self help guru,426,English,USA,PG-13,40000000,2001,655,5.9,1.85,
Color,John Moore,131,106,212,389,David Keith,578,59068786,Action|Drama|Thriller|War,Joaquim de Almeida,Behind Enemy Lines ,86902,2544,Sam Jaeger,2,battle|massacre|navigator|navy|rescue,411,English,USA,PG-13,40000000,2001,563,6.4,2.35,
Color,Pat O'Connor,94,119,7,903,Charlize Theron,18000,25178165,Drama|Romance,Keanu Reeves,Sweet November ,70292,29484,Frank Langella,1,advertising|cancer|dog|san francisco california|terminal illness,274,English,USA,PG-13,40000000,2001,9000,6.7,1.85,8000
Color,Gary Fleder,83,102,39,259,Mekhi Phifer,1000,6114237,Drama|Mystery|Sci-Fi|Thriller,Gary Dourdan,Impostor ,19986,2664,Tim Guinee,4,alien|android|bomb|future|weapon,207,English,USA,R,40000000,2001,1000,6.2,1.85,892
Color,Rob Cohen,187,106,357,4000,Vin Diesel,23000,144512310,Action|Crime|Thriller,Paul Walker,The Fast and the Furious ,272223,45327,Jordana Brewster,2,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,988,English,USA,PG-13,38000000,2001,14000,6.7,2.35,14000
Color,Rob Cohen,187,106,357,4000,Vin Diesel,23000,144512310,Action|Crime|Thriller,Paul Walker,The Fast and the Furious ,272223,45327,Jordana Brewster,2,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,988,English,USA,PG-13,38000000,2001,14000,6.7,2.35,14000
Color,Rob Cohen,187,106,357,4000,Vin Diesel,23000,144512310,Action|Crime|Thriller,Paul Walker,The Fast and the Furious ,272227,45327,Jordana Brewster,2,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,988,English,USA,PG-13,38000000,2001,14000,6.7,2.35,14000
Color,Luis Mandoki,106,102,43,280,Shirley Knight,308,24044532,Drama|Romance,Sonia Braga,Angel Eyes ,19686,1440,Kari Matchett,0,apartment|fate|gun|love|mysterious man,180,English,USA,R,38000000,2001,285,5.6,1.85,689
Color,John Pasquin,55,98,11,466,Ken Marino,854,22770864,Comedy|Drama,Jim Belushi,Joe Somebody ,8433,2765,Kelly Lynch,1,bully|co worker|divorce|fight|karate,85,English,USA,PG,38000000,2001,543,5.5,1.85,168
Color,Steve Miner,31,110,49,427,Usher Raymond,1000,623374,Action|Adventure|Drama|Thriller|Western,Tom Skerritt,Texas Rangers ,4757,2120,Leonor Varela,2,army|mexican|orphan|texas|texas ranger,67,English,USA,PG-13,38000000,2001,569,5.2,2.35,474
Color,Garry Marshall,108,111,,529,Hector Elizondo,11000,108244774,Comedy|Family|Romance,Anne Hathaway,The Princess Diaries ,94049,13645,Heather Matarazzo,2,cinderella story|fish out of water|makeover|manners|princess,301,English,USA,G,37000000,2001,995,6.2,1.85,
Color,Robert Rodriguez,122,88,,640,Cheech Marin,2000,112692062,Action|Adventure|Comedy|Family|Sci-Fi,Alexa PenaVega,Spy Kids ,84325,4499,Daryl Sabara,0,brother sister relationship|espionage|rescue|secret agent|spy,205,English,USA,PG,35000000,2001,843,5.4,1.85,
Color,David Mirkin,116,123,7,692,Anne Bancroft,931,40334024,Comedy|Crime|Romance,Sarah Silverman,Heartbreakers ,44168,2912,Jeffrey Jones,3,bank|infidelity|millionaire|money|scam,216,English,USA,PG-13,35000000,2001,754,6.2,2.35,989
Color,John Whitesell,51,94,14,635,Angus T. Jones,1000,33357476,Action|Comedy|Crime|Family,Leslie Bibb,See Spot Run ,7392,4194,Paul Sorvino,0,boy|fbi|mailman|van|witness protection,53,English,USA,PG,35000000,2001,1000,5.4,1.85,393
Color,Albert Hughes,208,122,117,140,Jason Flemyng,40000,31598308,Horror|Mystery|Thriller,Johnny Depp,From Hell ,124765,41636,Ian Richardson,1,freemason|jack the ripper|opium|prostitute|victorian era,541,English,USA,R,35000000,2001,1000,6.8,2.35,
